geoid,geoid2,TotalPopulation,Ozone,PM25,DieselPM,DrinkingWater,Lead,Pesticides,ToxRelease,Traffic,CleanupSites,GroundwaterThreats,HazWaste,ImpWaterBodies,SolidWaste,Asthma,LowBirthWeight,CardiovascularDisease,Education,LinguisticIsolation,Poverty,Unemployment,HousingBurden,Children10years,Pop1064years,Elderly64years,Hispanic,White,AfricanAmerican,NativeAmerican,AsianAmerican,OtherMultiple,well_count,median_rent
1400000US06037212501,6037212501,-1.4742278924904886,-0.6180997255116898,0.4335581059604796,-0.28769252091996583,0.9964758013937959,0.6259031122912848,-0.04878743548940818,-0.3352292503884321,-0.5709983696212401,-0.537033598072118,-0.5136435588873486,-0.38830555049841947,-0.7142963881108262,-0.38620396522396117,-1.046555157808143,-1.1450212404618059,-1.4872404559696701,0.2445862614838725,1.3488835406972663,1.012049734920177,-0.5252043514633968,0.38024798009233546,-0.768562453213252,1.0122588338559217,-0.4583571360748388,0.1996068076428119,-0.37826900374400046,-0.2534850287083364,0.0062156270653075454,0.4941028165629733,-0.48879129632354124,-0.14617740786967173,1057.0
1400000US06037134002,6037134002,-0.39478521372042064,1.0502322177600378,0.1954204847304323,-0.33345494638726003,0.65516356501425,0.2807909081229016,-0.04878743548940818,-0.5839650076623275,-0.05155847659876534,-0.6340875997482202,-0.5474142801626097,-0.3345903344934804,0.21173627699628908,-0.3408650934367262,0.06354743369298836,-0.8134516025866059,-0.08560023317263984,0.30615491074674933,0.010791423644012237,0.3338652643532235,-0.7047124337365354,0.040525246599600696,0.41435348965076285,-0.30763626714266157,0.023744025407881748,0.11622355091110369,0.18212957191997642,-0.3133501652450897,-0.032689255578673075,-0.173799727504049,-0.6097907195021699,-0.14617740786967173,1109.0
1400000US06037570001,6037570001,0.292929281333669,-0.9822032512618447,0.10198614121915944,-0.7672964375383893,-0.7744791525150337,0.40427941631573117,-0.015962755604207426,0.20299354286118937,-0.7750560505859599,-0.6483602470535293,-0.47987283761208743,-0.2137310984823675,0.21173627699628908,-0.49955114469204853,-0.9277050899660353,-1.012393385311726,-0.5386984320828582,-0.8390219655427602,-1.2030492825400114,-0.9031432099608995,1.150204416419229,-0.7748093137829626,0.3249470521087151,-0.09832745822690941,-0.11546451666159677,-0.6425294864857256,0.20519778866128996,-0.012289261212431981,-0.0243524950121058,0.6971300103560739,1.0925459928040537,-0.14617740786967173,1298.0
1400000US06037407801,6037407801,0.8955398898296547,0.3503773688261097,0.41569444350025336,-0.8617725912831994,0.8211662279750465,0.9591865884275519,-0.044322255141757964,-0.28756009735399385,-0.4053048883558029,-0.4770884793898195,-0.5699280943461171,-0.24596022808533094,-0.25128005555726857,0.28254439363775435,-0.04957492003624668,1.1397949914418455,-0.15758779748547821,0.33693923537818776,-0.6104656307021415,-0.7729317916120445,0.3723360599022957,-0.3671420335916812,0.1828137411444344,0.00945095830433547,-0.1271873412569213,0.7185897333588375,-0.9474175926546825,-0.560619207462114,-0.05492061708951915,0.6149071592872168,-0.0047936036090266655,-0.13185541755198002,1232.0
1400000US06037462800,6037462800,-0.9191753382475608,0.9364033657395029,-0.2763949012753563,0.1965516707014082,0.1400840682194021,-0.5869867251496448,0.031277734414892025,-0.487443854654041,0.4834592225642307,-0.5912696578322928,-0.6149557227131319,-0.2701320752875535,-0.7142963881108262,-0.49955114469204853,-0.9878460881511981,0.7961682758257288,-1.127302634405478,-0.8636494252479109,-0.9067574566210763,-0.9465470160771845,-1.0038925708584328,0.1084697932981478,0.4808351996179267,-0.14362563329076486,-0.17261328656380387,-0.5276612655939119,0.45377771044268495,0.10310295848884596,-0.09382549973349977,0.06338157365611517,0.8296851769332395,-0.14617740786967173,1317.0
1400000US06037800504,6037800504,-1.2276769270206875,-0.1858373421951478,-1.1020242173939823,-0.8877262167801188,-1.6031288521934832,-1.4967965938807273,-0.046964806773736774,-0.5361116018493562,-0.15428146730813583,-0.11170870837390523,-0.47987283761208743,-0.01767056006433989,4.610391436255087,1.3140037267973494,-1.4389035745399197,-0.48188196471140593,-1.4237220168701068,-1.1591789417097198,-1.155260278359538,-1.044205579838826,-1.7518429136631763,-0.9220224982964811,-1.7795429392656368,-1.4197845652621761,2.469418306607459,-1.5265304032886888,2.343780571730987,-0.42874238494636774,-0.09382549973349977,-0.5539222928300721,-0.32189554021508787,-0.11753342723428833,2289.0
1400000US06037570301,6037570301,1.862970835556336,-1.1315139295379564,0.8237985871921908,0.7961581140035696,-1.502848136781948,0.8090744399858967,-0.03731741094918715,0.9591403023254421,0.244682660280946,-0.1345449440623999,0.15276534094447108,0.07364530714405648,0.9062607758266256,-0.38620396522396117,1.4482223204799523,0.5972264931006087,1.3753238661173162,0.7063511309554491,0.22106304203809515,1.174814007856246,0.49200811475105477,1.1502861760092005,1.5812221232123593,0.30623210527443195,-1.2980044477149573,0.7037122228216445,-0.7541218454774699,0.36945943554367566,-0.09382549973349977,-0.35532248332529476,0.13289539518044732,-0.14617740786967173,988.0
1400000US06037554404,6037554404,-0.05624695910325729,-0.9822032512618447,0.13184396235831064,1.1225962197291188,-1.383162478423288,0.14290454237153738,-0.024221738642860934,0.3277426515240925,1.282287852703023,-0.6483602470535293,-0.06336727521720019,-0.44202076650335853,-0.7142963881108262,-0.45421227290481353,0.22857719657013167,1.7969057283217873,0.5157076569698932,-0.4326688804077729,-0.7633904440796564,0.22535574906251096,-0.016598118356170994,0.6067298024208253,1.5193253587601716,-0.5341271424619433,-0.47007996067016333,-0.01075427158075036,-0.5123032975685287,0.9802573503534479,-0.007678973878971247,0.1576216106504203,-0.23844766216086127,-0.14617740786967173,1187.0
1400000US06037542502,6037542502,0.4443641382973539,-1.1315139295379564,0.4662811818920207,-0.45192019655489496,-0.8308675982236219,0.8377099948038703,-0.04878743548940818,2.61270290895881,-0.8023341772820684,0.022454176296000782,0.21805540207664256,0.10587443674701995,0.9062607758266256,0.123858342382432,2.040324766898163,1.585906867855751,0.8015406329179275,1.414390597478533,-0.6104656307021415,1.4189604172603492,0.9706963341460907,2.146806194254556,1.4207490301881704,-0.18892380835462252,-0.7309128079161338,0.5020008590266826,-1.0448609219929894,2.3467441626054244,0.0006577866875960377,-0.9093780028354382,-0.38030905485304656,-0.14617740786967173,1067.0
1400000US06037431700,6037431700,1.0663734268176133,0.9364033657395029,0.18093484484533565,-0.8420114516263427,0.33939299369346654,-0.9326372795945995,-0.04878743548940818,-0.3908022853805928,-1.0503959689718574,-0.5912696578322928,-0.5811850014378709,-0.3104184872912578,-0.7142963881108262,-0.2728567857558738,-1.3669491659969568,-0.3070543374681186,-1.688382179784954,-0.6296885580489788,1.5209239557469705,-0.5559127610306194,-1.1834006531315713,-1.103207956159273,-1.4975687900945633,-0.738749933267641,1.6517512910835737,-1.3850210588767862,-0.46378049683680045,-0.5285176125076231,-0.09382549973349977,3.7406404668433004,-0.42203299388015986,-0.14617740786967173,1274.0
1400000US06037402600,6037402600,2.000638887341504,0.9364033657395029,1.0065833522727876,-0.04781413854618982,0.8099679024185548,1.2009548571296744,-0.04878743548940818,-0.5457301801477912,0.3779783204684072,-0.4713794204676959,-0.2727457471238192,0.10318867594677293,-0.4827882218340474,-0.20484847807502138,1.2144599882483371,-0.029741549427042227,1.0704353584394122,0.14607642266326967,0.3644300545795153,0.5888626252863982,-0.07643414578055055,0.6973225313522212,1.2419361551040757,-0.6622116374700909,-0.17261328656380387,0.7711800031647279,-0.3269621078883206,-0.34718698154847194,-0.09382549973349977,-0.5482299416022283,-0.44289496339371653,-0.14617740786967173,960.0
1400000US06037910205,6037910205,-1.9216490607922847,1.3032069839441693,-3.482439021278182,-0.8270905246767007,-0.5017863834581616,-0.37357996030123897,-0.04878743548940818,-0.2717773182860023,0.9156712433129939,-0.6483602470535293,-0.6149557227131319,-0.44739228810385245,-0.4827882218340474,-0.3408650934367262,0.30017362298103983,1.0312812917735978,0.03931936372316796,-0.31568844680830677,-0.00021889189601699034,0.38812002199857976,-0.375614282902448,-0.8540779515979342,0.6115061467947652,-0.5341271424619433,0.11019985679840003,0.12764117527685645,0.16900455204991868,-0.4886075214831209,0.10903567405297063,-0.33571549576272114,1.088373598901342,-0.11753342723428833,1419.7966027874565
1400000US06037910209,6037910209,0.5244619138814517,1.3032069839441693,-4.082085002328717,-0.9409307085558468,-1.1188830391243467,-1.5826546303769762,-0.04878743548940818,-0.17104976495165133,-0.6444707712691707,-0.6483602470535293,-0.6149557227131319,-0.2862466400890352,-0.7142963881108262,-0.49955114469204853,-0.08787900816608256,-1.8925600603986206,0.4161954357139101,-0.802080775985034,-1.2603960875565794,-1.0930348617196464,0.22274599134134695,-1.7713293320283179,1.9571876554404564,-0.6262854986263419,-0.6635065664930179,-0.6158883629656362,0.544857393783388,0.712165651949727,-0.09382549973349977,-0.15039783912291288,-0.5764115682804791,-0.14617740786967173,1805.0
1400000US06037188100,6037188100,-0.23646695416747732,0.20065157597099656,0.24919376098648024,1.263100733758833,0.6661437772037798,-0.08383351297168382,-0.04878743548940818,-0.34773836820279336,1.659794488190997,3.5192527660967428,2.33435393532634,1.5911001592835852,0.6747526095498467,5.16780782871232,-0.2922868055692254,-0.6145098198614858,-0.8457042210640807,-0.22949233784027925,0.163716237021527,-0.4039994396236218,-1.3629087354047098,0.504812982373005,-0.8625538362702763,1.0966071598368974,-0.47740672604224127,0.29544565459170447,0.022242966230183035,-0.523311948460949,-0.09382549973349977,-0.41098102866421327,1.5723712916158568,-0.14617740786967173,1359.0
1400000US06037143500,6037143500,0.7422277412507176,0.617703766938854,-0.072553586364801,-0.33855615117134896,0.65516356501425,-0.7140918098980985,-0.04876162999827511,-0.4714220674791459,-0.25664094736400855,-0.6483602470535293,0.15051395952612032,-0.3345903344934804,0.6747526095498467,-0.49955114469204853,-1.0762676747686697,-0.2286833321521623,-0.5302293068695829,-1.2515319156040352,-1.155260278359538,-1.0496310556033617,0.9706963341460907,0.09714570218172315,0.017755702605269416,0.36246432259508155,-0.35285171471691834,-1.3542280719509685,1.9842345728663775,-0.14676891575151535,-0.09382549973349977,-0.7031883916935355,1.0049257208471154,-0.14617740786967173,1688.0
1400000US06037461000,6037461000,1.2221886308835537,0.9364033657395029,-0.23639611077445583,-0.7473125855206589,0.4788513706367411,1.027077862741723,-0.04878743548940818,-0.46595877294648635,-0.6391667089665982,-0.5798515399880455,-0.44610211633682634,-0.4205346801013829,-0.25128005555726857,0.40722629105265046,-0.5514658691767128,-0.25279748763399507,-1.0701360392158712,-0.3218453117345945,-0.6582546348826149,-0.0838963695160196,0.31250003247791613,0.28965525116093943,-0.3123603744730602,0.15003150160596057,0.05891249919385533,0.05359961120803678,-0.7139513301175963,2.3875218643043725,-0.01323681425668277,-0.6785215363728785,-0.14248260239850064,-0.14617740786967173,1417.0
1400000US06037534002,6037534002,0.2078253947755651,-0.5691359138935982,0.526690300591696,-0.27695342702611125,-0.798775750128511,1.210042058876932,-0.04878743548940818,0.06865747937625064,-0.8326445484562159,1.9178617384410561,0.39816591554470193,-0.4017343544996542,0.9062607758266256,0.6565900858824426,-0.6295059739646027,-1.5971616557461694,0.3060968079413338,1.5375278960042866,0.21150524120200034,0.7136485678707174,-0.3157782554780685,0.11979388441457205,0.8888953504508619,-0.187361802317937,-0.39241624772613853,1.563493936424527,-0.8794061260552928,-0.5788390316254737,-0.09382549973349977,-0.8556169079058011,-1.064581654897705,-0.13185541755198002,1265.0
