,DrinkingWater,HazWaste,Lead,Ozone,PM25,Traffic,well_count,ZIP,PredictedPrice
36,1.0,0.0,0.0,1.0,0.0,0.0,1.0,90853,4237.337
37,0.0,0.0,1.0,1.0,0.0,1.0,0.0,90853,4233.765
38,0.0,1.0,1.0,1.0,0.0,0.0,0.0,90853,4236.805
39,0.0,0.0,1.0,1.0,0.0,0.0,1.0,90853,4238.379
40,0.0,1.0,0.0,1.0,0.0,1.0,0.0,90853,4231.0566
41,0.0,0.0,0.0,1.0,0.0,1.0,1.0,90853,4232.6904
42,0.0,1.0,0.0,1.0,0.0,0.0,1.0,90853,4235.752
43,1.0,0.0,1.0,0.0,1.0,0.0,0.0,90853,4238.379
44,1.0,0.0,0.0,0.0,1.0,1.0,0.0,90853,4232.6904
45,1.0,1.0,0.0,0.0,1.0,0.0,0.0,90853,4235.752
46,1.0,0.0,0.0,0.0,1.0,0.0,1.0,90853,4237.337
47,0.0,0.0,1.0,0.0,1.0,1.0,0.0,90853,4233.765
48,0.0,1.0,1.0,0.0,1.0,0.0,0.0,90853,4236.805
49,0.0,0.0,1.0,0.0,1.0,0.0,1.0,90853,4238.379
50,0.0,1.0,0.0,0.0,1.0,1.0,0.0,90853,4231.0566
51,0.0,0.0,0.0,0.0,1.0,1.0,1.0,90853,4232.6904
52,0.0,1.0,0.0,0.0,1.0,0.0,1.0,90853,4235.752
53,1.0,0.0,1.0,0.0,0.0,1.0,0.0,90853,4233.765
54,1.0,1.0,1.0,0.0,0.0,0.0,0.0,90853,4236.805
55,1.0,0.0,1.0,0.0,0.0,0.0,1.0,90853,4238.379
56,1.0,1.0,0.0,0.0,0.0,1.0,0.0,90853,4231.0566
57,1.0,0.0,0.0,0.0,0.0,1.0,1.0,90853,4232.6904
58,1.0,1.0,0.0,0.0,0.0,0.0,1.0,90853,4235.752
59,0.0,1.0,1.0,0.0,0.0,1.0,0.0,90853,4232.1426
60,0.0,0.0,1.0,0.0,0.0,1.0,1.0,90853,4233.765
61,0.0,1.0,1.0,0.0,0.0,0.0,1.0,90853,4236.805
62,0.0,1.0,0.0,0.0,0.0,1.0,1.0,90853,4231.0566
63,1.0,0.0,1.0,1.0,1.0,0.0,0.0,90853,4238.379
64,1.0,0.0,0.0,1.0,1.0,1.0,0.0,90853,4232.6904
65,1.0,1.0,0.0,1.0,1.0,0.0,0.0,90853,4235.752
66,1.0,0.0,0.0,1.0,1.0,0.0,1.0,90853,4237.337
67,0.0,0.0,1.0,1.0,1.0,1.0,0.0,90853,4233.765
68,0.0,1.0,1.0,1.0,1.0,0.0,0.0,90853,4236.805
69,0.0,0.0,1.0,1.0,1.0,0.0,1.0,90853,4238.379
70,0.0,1.0,0.0,1.0,1.0,1.0,0.0,90853,4231.0566
71,0.0,0.0,0.0,1.0,1.0,1.0,1.0,90853,4232.6904
72,0.0,1.0,0.0,1.0,1.0,0.0,1.0,90853,4235.752
73,1.0,0.0,1.0,1.0,0.0,1.0,0.0,90853,4233.765
74,1.0,1.0,1.0,1.0,0.0,0.0,0.0,90853,4236.805
75,1.0,0.0,1.0,1.0,0.0,0.0,1.0,90853,4238.379
76,1.0,1.0,0.0,1.0,0.0,1.0,0.0,90853,4231.0566
77,1.0,0.0,0.0,1.0,0.0,1.0,1.0,90853,4232.6904
78,1.0,1.0,0.0,1.0,0.0,0.0,1.0,90853,4235.752
79,0.0,1.0,1.0,1.0,0.0,1.0,0.0,90853,4232.1426
80,0.0,0.0,1.0,1.0,0.0,1.0,1.0,90853,4233.765
81,0.0,1.0,1.0,1.0,0.0,0.0,1.0,90853,4236.805
82,0.0,1.0,0.0,1.0,0.0,1.0,1.0,90853,4231.0566
83,1.0,0.0,1.0,0.0,1.0,1.0,0.0,90853,4233.765
84,1.0,1.0,1.0,0.0,1.0,0.0,0.0,90853,4236.805
85,1.0,0.0,1.0,0.0,1.0,0.0,1.0,90853,4238.379
86,1.0,1.0,0.0,0.0,1.0,1.0,0.0,90853,4231.0566
87,1.0,0.0,0.0,0.0,1.0,1.0,1.0,90853,4232.6904
88,1.0,1.0,0.0,0.0,1.0,0.0,1.0,90853,4235.752
89,0.0,1.0,1.0,0.0,1.0,1.0,0.0,90853,4232.1426
90,0.0,0.0,1.0,0.0,1.0,1.0,1.0,90853,4233.765
91,0.0,1.0,1.0,0.0,1.0,0.0,1.0,90853,4236.805
92,0.0,1.0,0.0,0.0,1.0,1.0,1.0,90853,4231.0566
93,1.0,1.0,1.0,0.0,0.0,1.0,0.0,90853,4232.1426
94,1.0,0.0,1.0,0.0,0.0,1.0,1.0,90853,4233.765
95,1.0,1.0,1.0,0.0,0.0,0.0,1.0,90853,4236.805
96,1.0,1.0,0.0,0.0,0.0,1.0,1.0,90853,4231.0566
97,0.0,1.0,1.0,0.0,0.0,1.0,1.0,90853,4232.1426
98,1.0,0.0,1.0,1.0,1.0,1.0,0.0,90853,4233.765
99,1.0,1.0,1.0,1.0,1.0,0.0,0.0,90853,4236.805
100,1.0,0.0,1.0,1.0,1.0,0.0,1.0,90853,4238.379
101,1.0,1.0,0.0,1.0,1.0,1.0,0.0,90853,4231.0566
102,1.0,0.0,0.0,1.0,1.0,1.0,1.0,90853,4232.6904
103,1.0,1.0,0.0,1.0,1.0,0.0,1.0,90853,4235.752
104,0.0,1.0,1.0,1.0,1.0,1.0,0.0,90853,4232.1426
105,0.0,0.0,1.0,1.0,1.0,1.0,1.0,90853,4233.765
106,0.0,1.0,1.0,1.0,1.0,0.0,1.0,90853,4236.805
107,0.0,1.0,0.0,1.0,1.0,1.0,1.0,90853,4231.0566
108,1.0,1.0,1.0,1.0,0.0,1.0,0.0,90853,4232.1426
109,1.0,0.0,1.0,1.0,0.0,1.0,1.0,90853,4233.765
110,1.0,1.0,1.0,1.0,0.0,0.0,1.0,90853,4236.805
111,1.0,1.0,0.0,1.0,0.0,1.0,1.0,90853,4231.0566
112,0.0,1.0,1.0,1.0,0.0,1.0,1.0,90853,4232.1426
113,1.0,1.0,1.0,0.0,1.0,1.0,0.0,90853,4232.1426
114,1.0,0.0,1.0,0.0,1.0,1.0,1.0,90853,4233.765
115,1.0,1.0,1.0,0.0,1.0,0.0,1.0,90853,4236.805
116,1.0,1.0,0.0,0.0,1.0,1.0,1.0,90853,4231.0566
117,0.0,1.0,1.0,0.0,1.0,1.0,1.0,90853,4232.1426
118,1.0,1.0,1.0,0.0,0.0,1.0,1.0,90853,4232.1426
119,1.0,1.0,1.0,1.0,1.0,1.0,0.0,90853,4232.1426
120,1.0,0.0,1.0,1.0,1.0,1.0,1.0,90853,4233.765
121,1.0,1.0,1.0,1.0,1.0,0.0,1.0,90853,4236.805
122,1.0,1.0,0.0,1.0,1.0,1.0,1.0,90853,4231.0566
123,0.0,1.0,1.0,1.0,1.0,1.0,1.0,90853,4232.1426
124,1.0,1.0,1.0,1.0,0.0,1.0,1.0,90853,4232.1426
125,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90853,4232.1426
126,0.0,0.0,0.0,1.0,0.0,0.0,0.0,91224,4390.634
127,0.0,0.0,0.0,0.0,1.0,0.0,0.0,91224,4390.634
128,1.0,0.0,0.0,0.0,0.0,0.0,0.0,91224,4390.634
129,0.0,0.0,1.0,0.0,0.0,0.0,0.0,91224,4390.634
130,0.0,0.0,0.0,0.0,0.0,1.0,0.0,91224,4390.634
131,0.0,1.0,0.0,0.0,0.0,0.0,0.0,91224,4390.634
132,0.0,0.0,0.0,0.0,0.0,0.0,1.0,91224,4390.634
133,0.0,0.0,0.0,1.0,1.0,0.0,0.0,91224,4390.634
134,1.0,0.0,0.0,1.0,0.0,0.0,0.0,91224,4390.634
135,0.0,0.0,1.0,1.0,0.0,0.0,0.0,91224,4390.634
136,0.0,0.0,0.0,1.0,0.0,1.0,0.0,91224,4390.634
137,0.0,1.0,0.0,1.0,0.0,0.0,0.0,91224,4390.634
138,0.0,0.0,0.0,1.0,0.0,0.0,1.0,91224,4390.634
139,1.0,0.0,0.0,0.0,1.0,0.0,0.0,91224,4390.634
140,0.0,0.0,1.0,0.0,1.0,0.0,0.0,91224,4390.634
141,0.0,0.0,0.0,0.0,1.0,1.0,0.0,91224,4390.634
142,0.0,1.0,0.0,0.0,1.0,0.0,0.0,91224,4390.634
143,0.0,0.0,0.0,0.0,1.0,0.0,1.0,91224,4390.634
144,1.0,0.0,1.0,0.0,0.0,0.0,0.0,91224,4390.634
145,1.0,0.0,0.0,0.0,0.0,1.0,0.0,91224,4390.634
146,1.0,1.0,0.0,0.0,0.0,0.0,0.0,91224,4390.634
147,1.0,0.0,0.0,0.0,0.0,0.0,1.0,91224,4390.634
148,0.0,0.0,1.0,0.0,0.0,1.0,0.0,91224,4390.634
149,0.0,1.0,1.0,0.0,0.0,0.0,0.0,91224,4390.634
150,0.0,0.0,1.0,0.0,0.0,0.0,1.0,91224,4390.634
151,0.0,1.0,0.0,0.0,0.0,1.0,0.0,91224,4390.634
152,0.0,0.0,0.0,0.0,0.0,1.0,1.0,91224,4390.634
153,0.0,1.0,0.0,0.0,0.0,0.0,1.0,91224,4390.634
154,1.0,0.0,0.0,1.0,1.0,0.0,0.0,91224,4390.634
155,0.0,0.0,1.0,1.0,1.0,0.0,0.0,91224,4390.634
156,0.0,0.0,0.0,1.0,1.0,1.0,0.0,91224,4390.634
157,0.0,1.0,0.0,1.0,1.0,0.0,0.0,91224,4390.634
158,0.0,0.0,0.0,1.0,1.0,0.0,1.0,91224,4390.634
159,1.0,0.0,1.0,1.0,0.0,0.0,0.0,91224,4390.634
160,1.0,0.0,0.0,1.0,0.0,1.0,0.0,91224,4390.634
161,1.0,1.0,0.0,1.0,0.0,0.0,0.0,91224,4390.634
162,1.0,0.0,0.0,1.0,0.0,0.0,1.0,91224,4390.634
163,0.0,0.0,1.0,1.0,0.0,1.0,0.0,91224,4390.634
164,0.0,1.0,1.0,1.0,0.0,0.0,0.0,91224,4390.634
165,0.0,0.0,1.0,1.0,0.0,0.0,1.0,91224,4390.634
166,0.0,1.0,0.0,1.0,0.0,1.0,0.0,91224,4390.634
167,0.0,0.0,0.0,1.0,0.0,1.0,1.0,91224,4390.634
168,0.0,1.0,0.0,1.0,0.0,0.0,1.0,91224,4390.634
169,1.0,0.0,1.0,0.0,1.0,0.0,0.0,91224,4390.634
170,1.0,0.0,0.0,0.0,1.0,1.0,0.0,91224,4390.634
171,1.0,1.0,0.0,0.0,1.0,0.0,0.0,91224,4390.634
172,1.0,0.0,0.0,0.0,1.0,0.0,1.0,91224,4390.634
173,0.0,0.0,1.0,0.0,1.0,1.0,0.0,91224,4390.634
174,0.0,1.0,1.0,0.0,1.0,0.0,0.0,91224,4390.634
175,0.0,0.0,1.0,0.0,1.0,0.0,1.0,91224,4390.634
176,0.0,1.0,0.0,0.0,1.0,1.0,0.0,91224,4390.634
177,0.0,0.0,0.0,0.0,1.0,1.0,1.0,91224,4390.634
178,0.0,1.0,0.0,0.0,1.0,0.0,1.0,91224,4390.634
179,1.0,0.0,1.0,0.0,0.0,1.0,0.0,91224,4390.634
180,1.0,1.0,1.0,0.0,0.0,0.0,0.0,91224,4390.634
181,1.0,0.0,1.0,0.0,0.0,0.0,1.0,91224,4390.634
182,1.0,1.0,0.0,0.0,0.0,1.0,0.0,91224,4390.634
183,1.0,0.0,0.0,0.0,0.0,1.0,1.0,91224,4390.634
184,1.0,1.0,0.0,0.0,0.0,0.0,1.0,91224,4390.634
185,0.0,1.0,1.0,0.0,0.0,1.0,0.0,91224,4390.634
186,0.0,0.0,1.0,0.0,0.0,1.0,1.0,91224,4390.634
187,0.0,1.0,1.0,0.0,0.0,0.0,1.0,91224,4390.634
188,0.0,1.0,0.0,0.0,0.0,1.0,1.0,91224,4390.634
189,1.0,0.0,1.0,1.0,1.0,0.0,0.0,91224,4390.634
190,1.0,0.0,0.0,1.0,1.0,1.0,0.0,91224,4390.634
191,1.0,1.0,0.0,1.0,1.0,0.0,0.0,91224,4390.634
192,1.0,0.0,0.0,1.0,1.0,0.0,1.0,91224,4390.634
193,0.0,0.0,1.0,1.0,1.0,1.0,0.0,91224,4390.634
194,0.0,1.0,1.0,1.0,1.0,0.0,0.0,91224,4390.634
195,0.0,0.0,1.0,1.0,1.0,0.0,1.0,91224,4390.634
196,0.0,1.0,0.0,1.0,1.0,1.0,0.0,91224,4390.634
197,0.0,0.0,0.0,1.0,1.0,1.0,1.0,91224,4390.634
198,0.0,1.0,0.0,1.0,1.0,0.0,1.0,91224,4390.634
199,1.0,0.0,1.0,1.0,0.0,1.0,0.0,91224,4390.634
200,1.0,1.0,1.0,1.0,0.0,0.0,0.0,91224,4390.634
201,1.0,0.0,1.0,1.0,0.0,0.0,1.0,91224,4390.634
202,1.0,1.0,0.0,1.0,0.0,1.0,0.0,91224,4390.634
203,1.0,0.0,0.0,1.0,0.0,1.0,1.0,91224,4390.634
204,1.0,1.0,0.0,1.0,0.0,0.0,1.0,91224,4390.634
205,0.0,1.0,1.0,1.0,0.0,1.0,0.0,91224,4390.634
206,0.0,0.0,1.0,1.0,0.0,1.0,1.0,91224,4390.634
207,0.0,1.0,1.0,1.0,0.0,0.0,1.0,91224,4390.634
208,0.0,1.0,0.0,1.0,0.0,1.0,1.0,91224,4390.634
209,1.0,0.0,1.0,0.0,1.0,1.0,0.0,91224,4390.634
210,1.0,1.0,1.0,0.0,1.0,0.0,0.0,91224,4390.634
211,1.0,0.0,1.0,0.0,1.0,0.0,1.0,91224,4390.634
212,1.0,1.0,0.0,0.0,1.0,1.0,0.0,91224,4390.634
213,1.0,0.0,0.0,0.0,1.0,1.0,1.0,91224,4390.634
214,1.0,1.0,0.0,0.0,1.0,0.0,1.0,91224,4390.634
215,0.0,1.0,1.0,0.0,1.0,1.0,0.0,91224,4390.634
216,0.0,0.0,1.0,0.0,1.0,1.0,1.0,91224,4390.634
217,0.0,1.0,1.0,0.0,1.0,0.0,1.0,91224,4390.634
218,0.0,1.0,0.0,0.0,1.0,1.0,1.0,91224,4390.634
219,1.0,1.0,1.0,0.0,0.0,1.0,0.0,91224,4390.634
220,1.0,0.0,1.0,0.0,0.0,1.0,1.0,91224,4390.634
221,1.0,1.0,1.0,0.0,0.0,0.0,1.0,91224,4390.634
222,1.0,1.0,0.0,0.0,0.0,1.0,1.0,91224,4390.634
223,0.0,1.0,1.0,0.0,0.0,1.0,1.0,91224,4390.634
224,1.0,0.0,1.0,1.0,1.0,1.0,0.0,91224,4390.634
225,1.0,1.0,1.0,1.0,1.0,0.0,0.0,91224,4390.634
226,1.0,0.0,1.0,1.0,1.0,0.0,1.0,91224,4390.634
227,1.0,1.0,0.0,1.0,1.0,1.0,0.0,91224,4390.634
228,1.0,0.0,0.0,1.0,1.0,1.0,1.0,91224,4390.634
229,1.0,1.0,0.0,1.0,1.0,0.0,1.0,91224,4390.634
230,0.0,1.0,1.0,1.0,1.0,1.0,0.0,91224,4390.634
231,0.0,0.0,1.0,1.0,1.0,1.0,1.0,91224,4390.634
232,0.0,1.0,1.0,1.0,1.0,0.0,1.0,91224,4390.634
233,0.0,1.0,0.0,1.0,1.0,1.0,1.0,91224,4390.634
234,1.0,1.0,1.0,1.0,0.0,1.0,0.0,91224,4390.634
235,1.0,0.0,1.0,1.0,0.0,1.0,1.0,91224,4390.634
236,1.0,1.0,1.0,1.0,0.0,0.0,1.0,91224,4390.634
237,1.0,1.0,0.0,1.0,0.0,1.0,1.0,91224,4390.634
238,0.0,1.0,1.0,1.0,0.0,1.0,1.0,91224,4390.634
239,1.0,1.0,1.0,0.0,1.0,1.0,0.0,91224,4390.634
240,1.0,0.0,1.0,0.0,1.0,1.0,1.0,91224,4390.634
241,1.0,1.0,1.0,0.0,1.0,0.0,1.0,91224,4390.634
242,1.0,1.0,0.0,0.0,1.0,1.0,1.0,91224,4390.634
243,0.0,1.0,1.0,0.0,1.0,1.0,1.0,91224,4390.634
244,1.0,1.0,1.0,0.0,0.0,1.0,1.0,91224,4390.634
245,1.0,1.0,1.0,1.0,1.0,1.0,0.0,91224,4390.634
246,1.0,0.0,1.0,1.0,1.0,1.0,1.0,91224,4390.634
247,1.0,1.0,1.0,1.0,1.0,0.0,1.0,91224,4390.634
248,1.0,1.0,0.0,1.0,1.0,1.0,1.0,91224,4390.634
249,0.0,1.0,1.0,1.0,1.0,1.0,1.0,91224,4390.634
250,1.0,1.0,1.0,1.0,0.0,1.0,1.0,91224,4390.634
251,1.0,1.0,1.0,0.0,1.0,1.0,1.0,91224,4390.634
252,0.0,0.0,0.0,1.0,0.0,0.0,0.0,90660,2004.5538
253,0.0,0.0,0.0,0.0,1.0,0.0,0.0,90660,2015.4872
254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,90660,2210.9565
255,0.0,0.0,1.0,0.0,0.0,0.0,0.0,90660,2499.464
256,0.0,0.0,0.0,0.0,0.0,1.0,0.0,90660,1912.181
257,0.0,1.0,0.0,0.0,0.0,0.0,0.0,90660,1942.4941
258,0.0,0.0,0.0,0.0,0.0,0.0,1.0,90660,2040.783
259,0.0,0.0,0.0,1.0,1.0,0.0,0.0,90660,1974.7932
260,1.0,0.0,0.0,1.0,0.0,0.0,0.0,90660,2168.8938
261,0.0,0.0,1.0,1.0,0.0,0.0,0.0,90660,2464.026
262,0.0,0.0,0.0,1.0,0.0,1.0,0.0,90660,1867.2994
263,0.0,1.0,0.0,1.0,0.0,0.0,0.0,90660,1901.7051
264,0.0,0.0,0.0,1.0,0.0,0.0,1.0,90660,1999.9667
265,1.0,0.0,0.0,0.0,1.0,0.0,0.0,90660,2182.5393
266,0.0,0.0,1.0,0.0,1.0,0.0,0.0,90660,2460.346
267,0.0,0.0,0.0,0.0,1.0,1.0,0.0,90660,1881.8297
268,0.0,1.0,0.0,0.0,1.0,0.0,0.0,90660,1912.3212
269,0.0,0.0,0.0,0.0,1.0,0.0,1.0,90660,2011.0144
270,1.0,0.0,1.0,0.0,0.0,0.0,0.0,90660,2706.0925
271,1.0,0.0,0.0,0.0,0.0,1.0,0.0,90660,2088.8618
272,1.0,1.0,0.0,0.0,0.0,0.0,0.0,90660,2119.218
273,1.0,0.0,0.0,0.0,0.0,0.0,1.0,90660,2206.4897
274,0.0,0.0,1.0,0.0,0.0,1.0,0.0,90660,2380.159
275,0.0,1.0,1.0,0.0,0.0,0.0,0.0,90660,2368.81
276,0.0,0.0,1.0,0.0,0.0,0.0,1.0,90660,2494.237
277,0.0,1.0,0.0,0.0,0.0,1.0,0.0,90660,1820.6302
278,0.0,0.0,0.0,0.0,0.0,1.0,1.0,90660,1907.2352
279,0.0,1.0,0.0,0.0,0.0,0.0,1.0,90660,1938.1052
280,1.0,0.0,0.0,1.0,1.0,0.0,0.0,90660,2140.3215
281,0.0,0.0,1.0,1.0,1.0,0.0,0.0,90660,2425.4407
282,0.0,0.0,0.0,1.0,1.0,1.0,0.0,90660,1837.7881
283,0.0,1.0,0.0,1.0,1.0,0.0,0.0,90660,1872.133
284,0.0,0.0,0.0,1.0,1.0,0.0,1.0,90660,1970.1829
285,1.0,0.0,1.0,1.0,0.0,0.0,0.0,90660,2665.2307
286,1.0,0.0,0.0,1.0,0.0,1.0,0.0,90660,2043.2539
287,1.0,1.0,0.0,1.0,0.0,0.0,0.0,90660,2077.0593
288,1.0,0.0,0.0,1.0,0.0,0.0,1.0,90660,2164.2778
289,0.0,0.0,1.0,1.0,0.0,1.0,0.0,90660,2342.0715
290,0.0,1.0,1.0,1.0,0.0,0.0,0.0,90660,2334.3538
291,0.0,0.0,1.0,1.0,0.0,0.0,1.0,90660,2459.063
292,0.0,1.0,0.0,1.0,0.0,1.0,0.0,90660,1776.1381
293,0.0,0.0,0.0,1.0,0.0,1.0,1.0,90660,1862.3456
294,0.0,1.0,0.0,1.0,0.0,0.0,1.0,90660,1897.1781
295,1.0,0.0,1.0,0.0,1.0,0.0,0.0,90660,2666.8186
296,1.0,0.0,0.0,0.0,1.0,1.0,0.0,90660,2059.3333
297,1.0,1.0,0.0,0.0,1.0,0.0,0.0,90660,2089.696
298,1.0,0.0,0.0,0.0,1.0,0.0,1.0,90660,2178.0493
299,0.0,0.0,1.0,0.0,1.0,1.0,0.0,90660,2339.8088
300,0.0,1.0,1.0,0.0,1.0,0.0,0.0,90660,2334.6235
301,0.0,0.0,1.0,0.0,1.0,0.0,1.0,90660,2455.1016
302,0.0,1.0,0.0,0.0,1.0,1.0,0.0,90660,1790.6735
303,0.0,0.0,0.0,0.0,1.0,1.0,1.0,90660,1876.8596
304,0.0,1.0,0.0,0.0,1.0,0.0,1.0,90660,1907.8323
305,1.0,0.0,1.0,0.0,0.0,1.0,0.0,90660,2600.1838
306,1.0,1.0,1.0,0.0,0.0,0.0,0.0,90660,2582.8396
307,1.0,0.0,1.0,0.0,0.0,0.0,1.0,90660,2701.105
308,1.0,1.0,0.0,0.0,0.0,1.0,0.0,90660,2005.2538
309,1.0,0.0,0.0,0.0,0.0,1.0,1.0,90660,2083.9707
310,1.0,1.0,0.0,0.0,0.0,0.0,1.0,90660,2114.8132
311,0.0,1.0,1.0,0.0,0.0,1.0,0.0,90660,2254.9495
312,0.0,0.0,1.0,0.0,0.0,1.0,1.0,90660,2374.5005
313,0.0,1.0,1.0,0.0,0.0,0.0,1.0,90660,2363.5208
314,0.0,1.0,0.0,0.0,0.0,1.0,1.0,90660,1815.8219
315,1.0,0.0,1.0,1.0,1.0,0.0,0.0,90660,2625.739
316,1.0,0.0,0.0,1.0,1.0,1.0,0.0,90660,2013.5623
317,1.0,1.0,0.0,1.0,1.0,0.0,0.0,90660,2047.7354
318,1.0,0.0,0.0,1.0,1.0,0.0,1.0,90660,2135.6821
319,0.0,0.0,1.0,1.0,1.0,1.0,0.0,90660,2302.033
320,0.0,1.0,1.0,1.0,1.0,0.0,0.0,90660,2300.516
321,0.0,0.0,1.0,1.0,1.0,0.0,1.0,90660,2420.443
322,0.0,1.0,0.0,1.0,1.0,1.0,0.0,90660,1747.0969
323,0.0,0.0,0.0,1.0,1.0,1.0,1.0,90660,1832.6721
324,0.0,1.0,0.0,1.0,1.0,0.0,1.0,90660,1867.5873
325,1.0,0.0,1.0,1.0,0.0,1.0,0.0,90660,2557.2866
326,1.0,1.0,1.0,1.0,0.0,0.0,0.0,90660,2541.6658
327,1.0,0.0,1.0,1.0,0.0,0.0,1.0,90660,2660.3157
328,1.0,1.0,0.0,1.0,0.0,1.0,0.0,90660,1959.5305
329,1.0,0.0,0.0,1.0,0.0,1.0,1.0,90660,2038.1951
330,1.0,1.0,0.0,1.0,0.0,0.0,1.0,90660,2072.5173
331,0.0,1.0,1.0,1.0,0.0,1.0,0.0,90660,2218.4302
332,0.0,0.0,1.0,1.0,0.0,1.0,1.0,90660,2336.6106
333,0.0,1.0,1.0,1.0,0.0,0.0,1.0,90660,2329.172
334,0.0,1.0,0.0,1.0,0.0,1.0,1.0,90660,1771.1748
335,1.0,0.0,1.0,0.0,1.0,1.0,0.0,90660,2558.6895
336,1.0,1.0,1.0,0.0,1.0,0.0,0.0,90660,2548.11
337,1.0,0.0,1.0,0.0,1.0,0.0,1.0,90660,2661.784
338,1.0,1.0,0.0,0.0,1.0,1.0,0.0,90660,1975.9182
339,1.0,0.0,0.0,0.0,1.0,1.0,1.0,90660,2054.4172
340,1.0,1.0,0.0,0.0,1.0,0.0,1.0,90660,2085.1394
341,0.0,1.0,1.0,0.0,1.0,1.0,0.0,90660,2220.1438
342,0.0,0.0,1.0,0.0,1.0,1.0,1.0,90660,2334.1045
343,0.0,1.0,1.0,0.0,1.0,0.0,1.0,90660,2329.455
344,0.0,1.0,0.0,0.0,1.0,1.0,1.0,90660,1785.8448
345,1.0,1.0,1.0,0.0,0.0,1.0,0.0,90660,2479.123
346,1.0,0.0,1.0,0.0,0.0,1.0,1.0,90660,2594.8286
347,1.0,1.0,1.0,0.0,0.0,0.0,1.0,90660,2577.7722
348,1.0,1.0,0.0,0.0,0.0,1.0,1.0,90660,2000.5134
349,0.0,1.0,1.0,0.0,0.0,1.0,1.0,90660,2249.331
350,1.0,0.0,1.0,1.0,1.0,1.0,0.0,90660,2515.5662
351,1.0,1.0,1.0,1.0,1.0,0.0,0.0,90660,2507.161
352,1.0,0.0,1.0,1.0,1.0,0.0,1.0,90660,2620.7786
353,1.0,1.0,0.0,1.0,1.0,1.0,0.0,90660,1930.0377
354,1.0,0.0,0.0,1.0,1.0,1.0,1.0,90660,2008.4784
355,1.0,1.0,0.0,1.0,1.0,0.0,1.0,90660,2043.1738
356,0.0,1.0,1.0,1.0,1.0,1.0,0.0,90660,2183.534
357,0.0,0.0,1.0,1.0,1.0,1.0,1.0,90660,2296.5542
358,0.0,1.0,1.0,1.0,1.0,0.0,1.0,90660,2295.4563
359,0.0,1.0,0.0,1.0,1.0,1.0,1.0,90660,1742.1133
360,1.0,1.0,1.0,1.0,0.0,1.0,0.0,90660,2436.315
361,1.0,0.0,1.0,1.0,0.0,1.0,1.0,90660,2551.9905
