ZIP,geoid,index
90049,6037701601,17
90050,6037183300,1
90051,6037239330,1
90052,6037239330,1
90053,6037207400,1
90054,6037239330,1
90055,6037207900,1
90056,6037234200,1
90056,6037235100,2
90056,6037236000,3
90056,6037276100,4
90056,6037601301,5
90056,6037703001,6
90056,6037703002,7
90056,6037703100,8
90057,6037208401,1
90057,6037208402,2
90057,6037208501,3
90057,6037208502,4
90057,6037208610,5
90057,6037208620,6
90057,6037208710,7
90057,6037208720,8
90057,6037208801,9
90057,6037208802,10
90057,6037208902,11
90057,6037208903,12
90057,6037208904,13
90057,6037209401,14
90057,6037209402,15
90057,6037209403,16
90057,6037211120,17
90057,6037211121,18
90057,6037212204,19
90058,6037206031,1
90058,6037226001,2
90058,6037227010,3
90058,6037228100,4
90058,6037228800,5
90058,6037228900,6
90058,6037532304,7
90058,6037532400,8
90058,6037532500,9
90058,6037532603,10
90058,6037532700,11
90059,6037239330,1
90059,6037240800,2
90059,6037240900,3
90059,6037241001,4
90059,6037241002,5
90059,6037242000,6
90059,6037242600,7
90059,6037242700,8
90059,6037243000,9
90059,6037243100,10
90059,6037540300,11
90059,6037540400,12
90059,6037540501,13
90059,6037540600,14
90059,6037540700,15
90059,6037540800,16
90059,6037541100,17
90059,6037541200,18
90059,6037542700,19
90060,6037239330,1
90061,6037240800,1
90061,6037240900,2
90061,6037241001,3
90061,6037241002,4
90061,6037241110,5
90061,6037241120,6
90061,6037241201,7
90061,6037241202,8
90061,6037241300,9
90061,6037241400,10
90061,6037291110,11
90061,6037291120,12
90061,6037291130,13
90061,6037540800,14
90061,6037540901,15
90061,6037540902,16
90061,6037541200,17
90062,6037231300,1
90062,6037231400,2
90062,6037231500,3
90062,6037231600,4
90062,6037232200,5
90062,6037232300,6
90062,6037232400,7
90062,6037232500,8
90062,6037232600,9
90062,6037234000,10
90062,6037234501,11
90062,6037234502,12
90062,6037234600,13
90063,6037201402,1
90063,6037201700,2
90063,6037203100,3
90063,6037203200,4
90063,6037203800,5
90063,6037203900,6
90063,6037204110,7
90063,6037204120,8
90063,6037204300,9
90063,6037530601,10
90063,6037530602,11
90063,6037530700,12
90063,6037530801,13
90063,6037530802,14
90063,6037530901,15
90063,6037530902,16
90063,6037531000,17
90063,6037531101,18
90063,6037531102,19
90063,6037531201,20
90063,6037531503,21
90064,6037267100,1
90064,6037267200,2
90064,6037267600,3
90064,6037267700,4
90064,6037267800,5
90064,6037267902,6
90064,6037269000,7
90064,6037269300,8
90064,6037271100,9
90064,6037271200,10
90064,6037271300,11
90064,6037271500,12
90064,6037271600,13
90064,6037271701,14
90064,6037271702,15
90065,6037181300,1
90065,6037185100,2
90065,6037185202,3
90065,6037185203,4
90065,6037185204,5
90065,6037185310,6
90065,6037185320,7
90065,6037186100,8
90065,6037186201,9
90065,6037186202,10
90065,6037186203,11
90065,6037186301,12
90065,6037186302,13
90065,6037186401,14
90065,6037186403,15
90065,6037186404,16
90065,6037187102,17
90065,6037199000,18
90065,6037199400,19
90066,6037271300,1
90066,6037271400,2
90066,6037271500,3
90066,6037271600,4
90066,6037271801,5
90066,6037271901,6
90066,6037271902,7
90066,6037272100,8
90066,6037272201,9
90066,6037272202,10
90066,6037272301,11
90066,6037272302,12
90066,6037273100,13
90066,6037273700,14
90066,6037273800,15
90066,6037275102,16
90066,6037275200,17
90066,6037275302,18
90066,6037275311,19
90066,6037275400,20
90066,6037275500,21
90066,6037275602,22
90066,6037275603,23
90066,6037702802,24
90066,6037702803,25
90067,6037265700,1
90067,6037267100,2
90067,6037267901,3
90068,6037143700,1
90068,6037143800,2
90068,6037189300,3
90068,6037189400,4
90068,6037189500,5
90068,6037189600,6
90068,6037189701,7
90068,6037189702,8
90068,6037194101,9
90068,6037980009,10
90069,6037194200,1
90069,6037194300,2
90069,6037194402,3
90069,6037700300,4
90069,6037700400,5
90069,6037700501,6
90069,6037700502,7
90070,6037211802,1
90071,6037207502,1
90071,6037207710,2
90072,6037189201,1
90072,6037190901,2
90073,6037701100,1
90074,6037207710,1
90075,6037211802,1
90076,6037211802,1
90077,6037141600,1
90077,6037261200,2
90077,6037262100,3
90077,6037262200,4
90077,6037265100,5
90077,6037265301,6
90078,6037190700,1
90079,6037207900,1
90079,6037224410,2
90081,6037207710,1
90082,6037232120,1
90083,6037276000,1
90084,6037207710,1
90086,6037206020,1
90087,6037239330,1
90089,6037203300,1
90089,6037221820,2
90089,6037221900,3
90089,6037222700,4
90089,6037224700,5
90089,6037231100,6
90089,6037231220,7
90090,6037980010,1
90091,6037532303,1
90093,6037190700,1
90094,6037275602,1
90095,6037265202,1
90095,6037265301,2
90095,6037265305,3
90201,6037532304,1
90201,6037533203,2
90201,6037533601,3
90201,6037533602,4
90201,6037533603,5
90201,6037533803,6
90201,6037533804,7
90201,6037533805,8
90201,6037533806,9
90201,6037533901,10
90201,6037533902,11
90201,6037534001,12
90201,6037534002,13
90201,6037534101,14
90201,6037534102,15
90201,6037534201,16
90201,6037534202,17
90201,6037534203,18
90201,6037534301,19
90201,6037534302,20
90201,6037534403,21
90201,6037534404,22
90201,6037534405,23
90201,6037534406,24
90201,6037550700,25
90202,6037533902,1
90209,6037700801,1
90210,6037141700,1
90210,6037143901,2
90210,6037143902,3
90210,6037194300,4
90210,6037214901,5
90210,6037261101,6
90210,6037261102,7
90210,6037261200,8
90210,6037262100,9
90210,6037700501,10
90210,6037700600,11
90210,6037700700,12
90210,6037700801,13
90211,6037700400,1
90211,6037700801,2
90211,6037700802,3
90211,6037700901,4
90211,6037700902,5
90212,6037269000,1
90212,6037269100,2
90212,6037700801,3
90212,6037700902,4
90212,6037701000,5
90213,6037700801,1
90220,6037541100,1
90220,6037542501,2
90220,6037542502,3
90220,6037542602,4
90220,6037542700,5
90220,6037542800,6
90220,6037542900,7
90220,6037543000,8
90220,6037543100,9
90220,6037543201,10
90220,6037543202,11
90220,6037543305,12
90220,6037543321,13
90220,6037980025,14
90221,6037541603,1
90221,6037541604,2
90221,6037541605,3
90221,6037541606,4
90221,6037541700,5
90221,6037541801,6
90221,6037541802,7
90221,6037542000,8
90221,6037542103,9
90221,6037542104,10
90221,6037542105,11
90221,6037542106,12
90221,6037542200,13
90221,6037542401,14
90221,6037542402,15
90221,6037543305,16
90221,6037544001,17
90221,6037553702,18
90221,6037570402,19
90221,6037570403,20
90222,6037540502,1
90222,6037540600,2
90222,6037540700,3
90222,6037540800,4
90222,6037541200,5
90222,6037541300,6
90222,6037541400,7
90222,6037541500,8
90222,6037541603,9
90222,6037541604,10
90222,6037542601,11
90222,6037542602,12
90222,6037542700,13
90222,6037542800,14
90223,6037542502,1
90224,6037542401,1
90230,6037275101,1
90230,6037275102,2
90230,6037275500,3
90230,6037275602,4
90230,6037275603,5
90230,6037702501,6
90230,6037702502,7
90230,6037702600,8
90230,6037702700,9
90230,6037702801,10
90230,6037702802,11
90230,6037703001,12
90230,6037703002,13
90231,6037702600,1
90232,6037269903,1
90232,6037269905,2
90232,6037270100,3
90232,6037270200,4
90232,6037702400,5
90232,6037702501,6
90232,6037702502,7
90232,6037702801,8
90239,6037550902,1
90240,6037534002,1
90240,6037550500,2
90240,6037550601,3
90240,6037550602,4
90240,6037550700,5
90240,6037550800,6
90240,6037550902,7
90240,6037551000,8
90241,6037550400,1
90241,6037550800,2
90241,6037550901,3
90241,6037550902,4
90241,6037551000,5
90241,6037551101,6
90241,6037551102,7
90241,6037551201,8
90241,6037551202,9
90241,6037551300,10
90241,6037551401,11
90241,6037551402,12
90241,6037551501,13
90241,6037551502,14
90242,6037551101,1
90242,6037551102,2
90242,6037551201,3
90242,6037551202,4
90242,6037551401,5
90242,6037551501,6
90242,6037551502,7
90242,6037551600,8
90242,6037551700,9
90242,6037551800,10
90242,6037553400,11
90245,6037602302,1
90245,6037620001,2
90245,6037620002,3
90245,6037620101,4
90245,6037620102,5
90245,6037980013,6
90245,6037980028,7
90245,6037980030,8
90247,6037291110,1
90247,6037291120,2
90247,6037291130,3
90247,6037291210,4
90247,6037291220,5
90247,6037602802,6
90247,6037602900,7
90247,6037603001,8
90247,6037603004,9
90247,6037603005,10
90247,6037603006,11
90247,6037603101,12
90247,6037603102,13
90247,6037603301,14
90247,6037603302,15
90247,6037603400,16
90247,6037603600,17
90247,6037650001,18
90248,6037291120,1
90248,6037291130,2
90248,6037291210,3
90248,6037291220,4
90248,6037291300,5
90248,6037292000,6
90248,6037540902,7
90248,6037541001,8
90248,6037541002,9
90248,6037541100,10
90248,6037543000,11
90248,6037543100,12
90248,6037543400,13
90248,6037543501,14
90248,6037603101,15
90248,6037603102,16
90248,6037603200,17
90248,6037603302,18
90248,6037650101,19
90248,6037650200,20
90249,6037602600,1
90249,6037602802,2
90249,6037602900,3
90249,6037603001,4
90249,6037603005,5
90249,6037603006,6
90249,6037603400,7
90249,6037603500,8
90249,6037603600,9
90249,6037603702,10
90249,6037603704,11
90250,6037602002,1
90250,6037602103,2
90250,6037602104,3
90250,6037602105,4
90250,6037602106,5
90250,6037602200,6
90250,6037602301,7
90250,6037602302,8
90250,6037602402,9
90250,6037602403,10
90250,6037602404,11
90250,6037602504,12
90250,6037602505,13
90250,6037602506,14
90250,6037602507,15
90250,6037602508,16
90250,6037602509,17
90250,6037602700,18
90250,6037603702,19
90250,6037603703,20
90250,6037603704,21
90250,6037603801,22
90250,6037603900,23
90250,6037980028,24
90251,6037602106,1
90254,6037620702,1
90254,6037620904,2
90254,6037621001,3
90254,6037621002,4
90254,6037621004,5
90254,6037621102,6
90254,6037621104,7
90254,6037621204,8
90255,6037532400,1
90255,6037532500,2
90255,6037532603,3
90255,6037532604,4
90255,6037532605,5
90255,6037532606,6
90255,6037533103,7
90255,6037533104,8
90255,6037533105,9
90255,6037533106,10
90255,6037533107,11
90255,6037533201,12
90255,6037533202,13
90255,6037533203,14
90255,6037533501,15
90255,6037533502,16
90255,6037533503,17
90255,6037533602,18
90255,6037534301,19
90255,6037534403,20
90255,6037534501,21
90255,6037534502,22
90255,6037534700,23
